"","date","MTR_NUMBER","conload","imp"
"7499",2021-12-28,"UST 0000713",624,9.47
"7500",2021-12-28,"UST 0002019",624,11.95
"7501",2021-12-28,"UST 0002020",624,12.18
"7502",2021-12-28,"UST 0002021",NA,126.71
"7503",2021-12-29,"USS 0004903",192,2.18
"7504",2021-12-29,"USS 0004927",192,3.63
"7505",2021-12-29,"USS 0004949",192,1.33
"7506",2021-12-29,"USS 0004966",192,0.41
"7507",2021-12-29,"USS 0005019",288,1.91
"7508",2021-12-29,"USS 0008953",288,0
"7509",2021-12-29,"USS 0008983",288,2.71
"7510",2021-12-29,"USS 0009044",288,4.17
"7511",2021-12-29,"USS 0009063",288,3.18
"7512",2021-12-29,"USS 0009067",288,1.09
"7513",2021-12-29,"USS 0009070",288,0.49
"7514",2021-12-29,"USS 0009072",288,2.04
"7515",2021-12-29,"USS 0009073",288,3.72
"7516",2021-12-29,"USS 0009074",288,2.98
"7517",2021-12-29,"USS 0009075",288,2.49
"7518",2021-12-29,"USS 0009076",288,2.48
"7519",2021-12-29,"USS 0015695",288,1.2
"7520",2021-12-29,"USS 0017113",96,0.56
"7521",2021-12-29,"USS 0017137",384,0
"7522",2021-12-29,"USS 0017138",288,0.29
"7523",2021-12-29,"USS 0020686",96,0.19
"7524",2021-12-29,"USS 0020707",384,9.35
"7525",2021-12-29,"UST 0000711",624,9.13
"7526",2021-12-29,"UST 0000712",624,10.73
"7527",2021-12-29,"UST 0000713",624,9.16
"7528",2021-12-29,"UST 0002019",624,11.85
"7529",2021-12-29,"UST 0002020",624,11.81
"7530",2021-12-29,"UST 0002021",NA,134.71
"7531",2021-12-30,"USS 0004903",192,2.16
"7532",2021-12-30,"USS 0004927",192,1.66
"7533",2021-12-30,"USS 0004949",192,1.92
"7534",2021-12-30,"USS 0004966",192,0.51
"7535",2021-12-30,"USS 0005019",288,1.71
"7536",2021-12-30,"USS 0008953",288,0
"7537",2021-12-30,"USS 0008983",288,4.78
"7538",2021-12-30,"USS 0009044",288,3.02
"7539",2021-12-30,"USS 0009063",288,4.48
"7540",2021-12-30,"USS 0009067",288,1.85
"7541",2021-12-30,"USS 0009070",288,0.51
"7542",2021-12-30,"USS 0009072",288,2.01
"7543",2021-12-30,"USS 0009073",288,3.44
"7544",2021-12-30,"USS 0009074",288,2.97
"7545",2021-12-30,"USS 0009075",288,2.48
"7546",2021-12-30,"USS 0009076",288,2.46
"7547",2021-12-30,"USS 0015695",288,1.95
"7548",2021-12-30,"USS 0017113",96,0.58
"7549",2021-12-30,"USS 0017137",384,0
"7550",2021-12-30,"USS 0017138",288,0.08
"7551",2021-12-30,"USS 0020686",96,0.19
"7552",2021-12-30,"USS 0020707",384,8.98
"7553",2021-12-30,"UST 0000711",624,9.37
"7554",2021-12-30,"UST 0000712",624,11.05
"7555",2021-12-30,"UST 0000713",624,9.42
"7556",2021-12-30,"UST 0002019",624,12.05
"7557",2021-12-30,"UST 0002020",624,12.13
"7558",2021-12-30,"UST 0002021",NA,147.84
"7559",2021-12-31,"USS 0004903",192,2.19
"7560",2021-12-31,"USS 0004927",192,1.71
"7561",2021-12-31,"USS 0004949",192,1.77
"7562",2021-12-31,"USS 0004966",192,1.84
"7563",2021-12-31,"USS 0005019",288,1.86
"7564",2021-12-31,"USS 0008953",288,0
"7565",2021-12-31,"USS 0008983",288,3.66
"7566",2021-12-31,"USS 0009044",288,4.81
"7567",2021-12-31,"USS 0009063",288,2.24
"7568",2021-12-31,"USS 0009067",288,0.57
"7569",2021-12-31,"USS 0009070",288,0.26
"7570",2021-12-31,"USS 0009072",288,2.05
"7571",2021-12-31,"USS 0009073",288,3.69
"7572",2021-12-31,"USS 0009074",288,3
"7573",2021-12-31,"USS 0009075",288,2.49
"7574",2021-12-31,"USS 0009076",288,2.49
"7575",2021-12-31,"USS 0015695",288,3.36
"7576",2021-12-31,"USS 0017113",96,0.67
"7577",2021-12-31,"USS 0017137",384,0
"7578",2021-12-31,"USS 0017138",288,0
"7579",2021-12-31,"USS 0020686",96,0.23
"7580",2021-12-31,"USS 0020707",384,8.99
"7581",2021-12-31,"UST 0000711",624,9.44
"7582",2021-12-31,"UST 0000712",624,11.06
"7583",2021-12-31,"UST 0000713",624,9.51
"7584",2021-12-31,"UST 0002019",624,12.05
"7585",2021-12-31,"UST 0002020",624,12.07
"7586",2021-12-31,"UST 0002021",NA,144.57
"7587",2022-01-01,"USS 0004903",192,2.12
"7588",2022-01-01,"USS 0004927",192,1.81
"7589",2022-01-01,"USS 0004949",192,1.74
"7590",2022-01-01,"USS 0004966",192,1.6
"7591",2022-01-01,"USS 0005019",288,1.46
"7592",2022-01-01,"USS 0008953",288,0
"7593",2022-01-01,"USS 0008983",288,2.3
"7594",2022-01-01,"USS 0009044",288,4.04
"7595",2022-01-01,"USS 0009063",288,5.15
"7596",2022-01-01,"USS 0009067",288,0.44
"7597",2022-01-01,"USS 0009070",288,0.22
"7598",2022-01-01,"USS 0009072",288,2.05
"7599",2022-01-01,"USS 0009073",288,3.91
"7600",2022-01-01,"USS 0009074",288,2.98
"7601",2022-01-01,"USS 0009075",288,2.5
"7602",2022-01-01,"USS 0009076",288,2.49
"7603",2022-01-01,"USS 0015695",288,3.34
"7604",2022-01-01,"USS 0017113",96,0.54
"7605",2022-01-01,"USS 0017137",384,0
"7606",2022-01-01,"USS 0017138",288,0.14
"7607",2022-01-01,"USS 0020686",96,0.36
"7608",2022-01-01,"USS 0020707",384,9.9
"7609",2022-01-01,"UST 0000711",624,9.6
"7610",2022-01-01,"UST 0000712",624,11.12
"7611",2022-01-01,"UST 0000713",624,9.51
"7612",2022-01-01,"UST 0002019",624,12.12
"7613",2022-01-01,"UST 0002020",624,12.07
"7614",2022-01-01,"UST 0002021",NA,132.61
"7615",2022-01-02,"USS 0004903",192,2.49
"7616",2022-01-02,"USS 0004927",192,0.81
"7617",2022-01-02,"USS 0004949",192,1.69
"7618",2022-01-02,"USS 0004966",192,1.44
"7619",2022-01-02,"USS 0005019",288,0.96
"7620",2022-01-02,"USS 0008953",288,0
"7621",2022-01-02,"USS 0008983",288,1.16
"7622",2022-01-02,"USS 0009044",288,3.61
"7623",2022-01-02,"USS 0009063",288,3.67
"7624",2022-01-02,"USS 0009067",288,1.31
"7625",2022-01-02,"USS 0009070",288,0.08
"7626",2022-01-02,"USS 0009072",288,2.38
"7627",2022-01-02,"USS 0009073",288,3.9
"7628",2022-01-02,"USS 0009074",288,2.92
"7629",2022-01-02,"USS 0009075",288,2.51
"7630",2022-01-02,"USS 0009076",288,2.49
"7631",2022-01-02,"USS 0015695",288,3.4
"7632",2022-01-02,"USS 0017113",96,0.02
"7633",2022-01-02,"USS 0017137",384,0
"7634",2022-01-02,"USS 0017138",288,0.34
"7635",2022-01-02,"USS 0020686",96,0.47
"7636",2022-01-02,"USS 0020707",384,10.24
"7637",2022-01-02,"UST 0000711",624,9.48
"7638",2022-01-02,"UST 0000712",624,11.22
"7639",2022-01-02,"UST 0000713",624,9.53
"7640",2022-01-02,"UST 0002019",624,12.13
"7641",2022-01-02,"UST 0002020",624,12.38
"7642",2022-01-02,"UST 0002021",NA,143.03
"7643",2022-01-03,"USS 0004903",192,2.77
"7644",2022-01-03,"USS 0004927",192,1.44
"7645",2022-01-03,"USS 0004949",192,1.64
"7646",2022-01-03,"USS 0004966",192,1.79
"7647",2022-01-03,"USS 0005019",288,1.35
"7648",2022-01-03,"USS 0008953",288,0
"7649",2022-01-03,"USS 0008983",288,4.49
"7650",2022-01-03,"USS 0009044",288,4.76
"7651",2022-01-03,"USS 0009063",288,2.46
"7652",2022-01-03,"USS 0009067",288,1.69
"7653",2022-01-03,"USS 0009070",288,0.24
"7654",2022-01-03,"USS 0009072",288,2.53
"7655",2022-01-03,"USS 0009073",288,3.82
"7656",2022-01-03,"USS 0009074",288,2.94
"7657",2022-01-03,"USS 0009075",288,2.49
"7658",2022-01-03,"USS 0009076",288,2.48
"7659",2022-01-03,"USS 0015695",288,3.31
"7660",2022-01-03,"USS 0017113",96,0.58
"7661",2022-01-03,"USS 0017137",384,0
"7662",2022-01-03,"USS 0017138",288,0.3
"7663",2022-01-03,"USS 0020686",96,0.39
"7664",2022-01-03,"USS 0020707",384,9.81
"7665",2022-01-03,"UST 0000711",624,9.4
"7666",2022-01-03,"UST 0000712",624,10.93
"7667",2022-01-03,"UST 0000713",624,9.44
"7668",2022-01-03,"UST 0002019",624,11.97
"7669",2022-01-03,"UST 0002020",624,11.89
"7670",2022-01-03,"UST 0002021",NA,143.45
"7671",2022-01-04,"USS 0004903",192,2.4
"7672",2022-01-04,"USS 0004927",192,1.54
"7673",2022-01-04,"USS 0004949",192,1.63
"7674",2022-01-04,"USS 0004966",192,0.69
"7675",2022-01-04,"USS 0005019",288,1.92
"7676",2022-01-04,"USS 0008953",288,0
"7677",2022-01-04,"USS 0008983",288,2.89
"7678",2022-01-04,"USS 0009044",288,4.62
"7679",2022-01-04,"USS 0009063",288,2.8
"7680",2022-01-04,"USS 0009067",288,2.06
"7681",2022-01-04,"USS 0009070",288,0.28
"7682",2022-01-04,"USS 0009072",288,2.54
"7683",2022-01-04,"USS 0009073",288,3.82
"7684",2022-01-04,"USS 0009074",288,2.9
"7685",2022-01-04,"USS 0009075",288,2.49
"7686",2022-01-04,"USS 0009076",288,2.48
"7687",2022-01-04,"USS 0015695",288,3.42
"7688",2022-01-04,"USS 0017113",96,0.63
"7689",2022-01-04,"USS 0017137",384,0
"7690",2022-01-04,"USS 0017138",288,0.12
"7691",2022-01-04,"USS 0020686",96,0.28
"7692",2022-01-04,"USS 0020707",384,10.1
"7693",2022-01-04,"UST 0000711",624,9.47
"7694",2022-01-04,"UST 0000712",624,11.1
"7695",2022-01-04,"UST 0000713",624,9.35
"7696",2022-01-04,"UST 0002019",624,11.93
"7697",2022-01-04,"UST 0002020",624,12.03
"7698",2022-01-04,"UST 0002021",NA,142.33
"7699",2022-01-05,"USS 0004903",192,2.31
"7700",2022-01-05,"USS 0004927",192,1.65
"7701",2022-01-05,"USS 0004949",192,2.02
"7702",2022-01-05,"USS 0004966",192,1.71
"7703",2022-01-05,"USS 0005019",288,1.35
"7704",2022-01-05,"USS 0008953",288,0
"7705",2022-01-05,"USS 0008983",288,2.69
"7706",2022-01-05,"USS 0009044",288,3.83
"7707",2022-01-05,"USS 0009063",288,2.47
"7708",2022-01-05,"USS 0009067",288,1.77
"7709",2022-01-05,"USS 0009070",288,0.25
"7710",2022-01-05,"USS 0009072",288,2.55
"7711",2022-01-05,"USS 0009073",288,3.67
"7712",2022-01-05,"USS 0009074",288,2.87
"7713",2022-01-05,"USS 0009075",288,2.47
"7714",2022-01-05,"USS 0009076",288,2.47
"7715",2022-01-05,"USS 0015695",288,3.45
"7716",2022-01-05,"USS 0017113",96,0.64
"7717",2022-01-05,"USS 0017137",384,0
"7718",2022-01-05,"USS 0017138",288,0.3
"7719",2022-01-05,"USS 0020686",96,0.29
"7720",2022-01-05,"USS 0020707",384,10.32
"7721",2022-01-05,"UST 0000711",624,9.35
"7722",2022-01-05,"UST 0000712",624,11.03
"7723",2022-01-05,"UST 0000713",624,9.37
"7724",2022-01-05,"UST 0002019",624,11.91
"7725",2022-01-05,"UST 0002020",624,12.01
"7726",2022-01-05,"UST 0002021",NA,143.2
"7727",2022-01-06,"USS 0004903",192,2.48
"7728",2022-01-06,"USS 0004927",192,1.82
"7729",2022-01-06,"USS 0004949",192,3.2
"7730",2022-01-06,"USS 0004966",192,1.32
"7731",2022-01-06,"USS 0005019",288,2.01
"7732",2022-01-06,"USS 0008953",288,0
"7733",2022-01-06,"USS 0008983",288,3.01
"7734",2022-01-06,"USS 0009044",288,3.37
"7735",2022-01-06,"USS 0009063",288,2.85
"7736",2022-01-06,"USS 0009067",288,1.69
"7737",2022-01-06,"USS 0009070",288,0.23
"7738",2022-01-06,"USS 0009072",288,2.34
"7739",2022-01-06,"USS 0009073",288,3.45
"7740",2022-01-06,"USS 0009074",288,3.01
"7741",2022-01-06,"USS 0009075",288,2.5
"7742",2022-01-06,"USS 0009076",288,2.5
"7743",2022-01-06,"USS 0015695",288,3.36
"7744",2022-01-06,"USS 0017113",96,0.64
"7745",2022-01-06,"USS 0017137",384,0
"7746",2022-01-06,"USS 0017138",288,0.27
"7747",2022-01-06,"USS 0020686",96,0.25
"7748",2022-01-06,"USS 0020707",384,9.75
"7749",2022-01-06,"UST 0000711",624,9.25
"7750",2022-01-06,"UST 0000712",624,11.07
"7751",2022-01-06,"UST 0000713",624,9.43
"7752",2022-01-06,"UST 0002019",624,11.98
"7753",2022-01-06,"UST 0002020",624,11.96
"7754",2022-01-06,"UST 0002021",NA,136.06
"7755",2022-01-07,"USS 0004903",192,2.56
"7756",2022-01-07,"USS 0004927",192,1.7
"7757",2022-01-07,"USS 0004949",192,2.76
"7758",2022-01-07,"USS 0004966",192,1.82
"7759",2022-01-07,"USS 0005019",288,1.8
"7760",2022-01-07,"USS 0008953",288,0
"7761",2022-01-07,"USS 0008983",288,2.8
"7762",2022-01-07,"USS 0009044",288,3.77
"7763",2022-01-07,"USS 0009063",288,3.94
"7764",2022-01-07,"USS 0009067",288,1.65
"7765",2022-01-07,"USS 0009070",288,0.21
"7766",2022-01-07,"USS 0009072",288,2.22
"7767",2022-01-07,"USS 0009073",288,3.57
"7768",2022-01-07,"USS 0009074",288,2.93
"7769",2022-01-07,"USS 0009075",288,2.48
"7770",2022-01-07,"USS 0009076",288,2.47
"7771",2022-01-07,"USS 0015695",288,3.46
"7772",2022-01-07,"USS 0017113",96,0.62
"7773",2022-01-07,"USS 0017137",384,0
"7774",2022-01-07,"USS 0017138",288,0.02
"7775",2022-01-07,"USS 0020686",96,0.39
"7776",2022-01-07,"USS 0020707",384,9.91
"7777",2022-01-07,"UST 0000711",624,9.32
"7778",2022-01-07,"UST 0000712",624,11.17
"7779",2022-01-07,"UST 0000713",624,9.33
"7780",2022-01-07,"UST 0002019",624,11.96
"7781",2022-01-07,"UST 0002020",624,12
"7782",2022-01-07,"UST 0002021",NA,139.58
"7783",2022-01-08,"USS 0004903",192,2.94
"7784",2022-01-08,"USS 0004927",192,1.9
"7785",2022-01-08,"USS 0004949",192,2.27
"7786",2022-01-08,"USS 0004966",192,1.74
"7787",2022-01-08,"USS 0005019",288,2.02
"7788",2022-01-08,"USS 0008953",288,0
"7789",2022-01-08,"USS 0008983",288,2.48
"7790",2022-01-08,"USS 0009044",288,4.34
"7791",2022-01-08,"USS 0009063",288,2.55
"7792",2022-01-08,"USS 0009067",288,1.51
"7793",2022-01-08,"USS 0009070",288,0.24
"7794",2022-01-08,"USS 0009072",288,2.31
"7795",2022-01-08,"USS 0009073",288,3.7
"7796",2022-01-08,"USS 0009074",288,2.96
"7797",2022-01-08,"USS 0009075",288,2.49
"7798",2022-01-08,"USS 0009076",288,2.47
"7799",2022-01-08,"USS 0015695",288,3.18
"7800",2022-01-08,"USS 0017113",96,0.68
"7801",2022-01-08,"USS 0017137",384,0
"7802",2022-01-08,"USS 0017138",288,0.05
"7803",2022-01-08,"USS 0020686",96,0.19
"7804",2022-01-08,"USS 0020707",384,9.26
"7805",2022-01-08,"UST 0000711",624,9.57
"7806",2022-01-08,"UST 0000712",624,11.45
"7807",2022-01-08,"UST 0000713",624,9.47
"7808",2022-01-08,"UST 0002019",624,12.15
"7809",2022-01-08,"UST 0002020",624,12.2
"7810",2022-01-08,"UST 0002021",NA,141.36
"7811",2022-01-09,"USS 0004903",192,2.26
"7812",2022-01-09,"USS 0004927",192,0.86
"7813",2022-01-09,"USS 0004949",192,1.86
"7814",2022-01-09,"USS 0004966",192,1.98
"7815",2022-01-09,"USS 0005019",288,2.03
"7816",2022-01-09,"USS 0008953",288,0
"7817",2022-01-09,"USS 0008983",288,2.85
"7818",2022-01-09,"USS 0009044",288,3.74
"7819",2022-01-09,"USS 0009063",288,2.21
"7820",2022-01-09,"USS 0009067",288,1.29
"7821",2022-01-09,"USS 0009070",288,0.17
"7822",2022-01-09,"USS 0009072",288,2.01
"7823",2022-01-09,"USS 0009073",288,3.46
"7824",2022-01-09,"USS 0009074",288,2.95
"7825",2022-01-09,"USS 0009075",288,2.47
"7826",2022-01-09,"USS 0009076",288,2.46
"7827",2022-01-09,"USS 0015695",288,3.19
"7828",2022-01-09,"USS 0017113",96,0.04
"7829",2022-01-09,"USS 0017137",384,0
"7830",2022-01-09,"USS 0017138",288,0
"7831",2022-01-09,"USS 0020686",96,0.26
"7832",2022-01-09,"USS 0020707",384,9.65
"7833",2022-01-09,"UST 0000711",624,9.54
"7834",2022-01-09,"UST 0000712",624,11.44
"7835",2022-01-09,"UST 0000713",624,9.67
"7836",2022-01-09,"UST 0002019",624,12.13
"7837",2022-01-09,"UST 0002020",624,12.45
"7838",2022-01-09,"UST 0002021",NA,147.87
"7839",2022-01-10,"USS 0004903",192,2.22
"7840",2022-01-10,"USS 0004927",192,1.6
"7841",2022-01-10,"USS 0004949",192,2.32
"7842",2022-01-10,"USS 0004966",192,1.54
"7843",2022-01-10,"USS 0005019",288,1.93
"7844",2022-01-10,"USS 0008953",288,0
"7845",2022-01-10,"USS 0008983",288,1.75
"7846",2022-01-10,"USS 0009044",288,4.32
"7847",2022-01-10,"USS 0009063",288,3.89
"7848",2022-01-10,"USS 0009067",288,1.38
"7849",2022-01-10,"USS 0009070",288,0.21
"7850",2022-01-10,"USS 0009072",288,2.02
"7851",2022-01-10,"USS 0009073",288,3.43
"7852",2022-01-10,"USS 0009074",288,2.94
"7853",2022-01-10,"USS 0009075",288,2.47
"7854",2022-01-10,"USS 0009076",288,2.38
"7855",2022-01-10,"USS 0015695",288,3.23
"7856",2022-01-10,"USS 0017113",96,0.87
"7857",2022-01-10,"USS 0017137",384,0
"7858",2022-01-10,"USS 0017138",288,0.22
"7859",2022-01-10,"USS 0020686",96,0.22
"7860",2022-01-10,"USS 0020707",384,8.87
"7861",2022-01-10,"UST 0000711",624,9.37
"7862",2022-01-10,"UST 0000712",624,11.31
"7863",2022-01-10,"UST 0000713",624,9.43
"7864",2022-01-10,"UST 0002019",624,12.1
"7865",2022-01-10,"UST 0002020",624,12.21
"7866",2022-01-10,"UST 0002021",NA,135.6
"7867",2022-01-11,"USS 0004903",192,2.28
"7868",2022-01-11,"USS 0004927",192,1.57
"7869",2022-01-11,"USS 0004949",192,2.55
"7870",2022-01-11,"USS 0004966",192,1.58
"7871",2022-01-11,"USS 0005019",288,1.65
"7872",2022-01-11,"USS 0008953",288,0
"7873",2022-01-11,"USS 0008983",288,4.79
"7874",2022-01-11,"USS 0009044",288,3.55
"7875",2022-01-11,"USS 0009063",288,5.51
"7876",2022-01-11,"USS 0009067",288,1.19
"7877",2022-01-11,"USS 0009070",288,0.22
"7878",2022-01-11,"USS 0009072",288,2
"7879",2022-01-11,"USS 0009073",288,3.06
"7880",2022-01-11,"USS 0009074",288,2.95
"7881",2022-01-11,"USS 0009075",288,2.46
"7882",2022-01-11,"USS 0009076",288,2.31
"7883",2022-01-11,"USS 0015695",288,3.21
"7884",2022-01-11,"USS 0017113",96,0.64
"7885",2022-01-11,"USS 0017137",384,0
"7886",2022-01-11,"USS 0017138",288,0.11
"7887",2022-01-11,"USS 0020686",96,0.31
"7888",2022-01-11,"USS 0020707",384,8.82
"7889",2022-01-11,"UST 0000711",624,9.41
"7890",2022-01-11,"UST 0000712",624,11.42
"7891",2022-01-11,"UST 0000713",624,9.45
"7892",2022-01-11,"UST 0002019",624,12.12
"7893",2022-01-11,"UST 0002020",624,12.15
"7894",2022-01-11,"UST 0002021",NA,136.6
"7895",2022-01-12,"USS 0004903",192,2.19
"7896",2022-01-12,"USS 0004927",192,1.45
"7897",2022-01-12,"USS 0004949",192,3.7
"7898",2022-01-12,"USS 0004966",192,0.53
"7899",2022-01-12,"USS 0005019",288,2.08
"7900",2022-01-12,"USS 0008953",288,0
"7901",2022-01-12,"USS 0008983",288,4.51
"7902",2022-01-12,"USS 0009044",288,5.35
"7903",2022-01-12,"USS 0009063",288,3.55
"7904",2022-01-12,"USS 0009067",288,1.39
"7905",2022-01-12,"USS 0009070",288,0.43
"7906",2022-01-12,"USS 0009072",288,2.01
"7907",2022-01-12,"USS 0009073",288,2.47
"7908",2022-01-12,"USS 0009074",288,2.97
"7909",2022-01-12,"USS 0009075",288,2.47
"7910",2022-01-12,"USS 0009076",288,2.36
"7911",2022-01-12,"USS 0015695",288,3.19
"7912",2022-01-12,"USS 0017113",96,0.64
"7913",2022-01-12,"USS 0017137",384,0
"7914",2022-01-12,"USS 0017138",288,0.16
"7915",2022-01-12,"USS 0020686",96,0.29
"7916",2022-01-12,"USS 0020707",384,8.75
"7917",2022-01-12,"UST 0000711",624,9.34
"7918",2022-01-12,"UST 0000712",624,11.33
"7919",2022-01-12,"UST 0000713",624,9.53
"7920",2022-01-12,"UST 0002019",624,12.12
"7921",2022-01-12,"UST 0002020",624,12.07
"7922",2022-01-12,"UST 0002021",NA,152.04
"7923",2022-01-13,"USS 0004903",192,2.16
"7924",2022-01-13,"USS 0004927",192,0.91
"7925",2022-01-13,"USS 0004949",192,2.16
"7926",2022-01-13,"USS 0004966",192,2.26
"7927",2022-01-13,"USS 0005019",288,1.84
"7928",2022-01-13,"USS 0008953",288,0
"7929",2022-01-13,"USS 0008983",288,4.18
"7930",2022-01-13,"USS 0009044",288,3.53
"7931",2022-01-13,"USS 0009063",288,3.57
"7932",2022-01-13,"USS 0009067",288,0.5
"7933",2022-01-13,"USS 0009070",288,0.22
"7934",2022-01-13,"USS 0009072",288,2.01
"7935",2022-01-13,"USS 0009073",288,2.39
"7936",2022-01-13,"USS 0009074",288,2.88
"7937",2022-01-13,"USS 0009075",288,2.41
"7938",2022-01-13,"USS 0009076",288,2.23
"7939",2022-01-13,"USS 0015695",288,3.22
"7940",2022-01-13,"USS 0017113",96,0.48
"7941",2022-01-13,"USS 0017137",384,0
"7942",2022-01-13,"USS 0017138",288,0.12
"7943",2022-01-13,"USS 0020686",96,0.38
"7944",2022-01-13,"USS 0020707",384,8.96
"7945",2022-01-13,"UST 0000711",624,9.21
"7946",2022-01-13,"UST 0000712",624,11.28
"7947",2022-01-13,"UST 0000713",624,9.44
"7948",2022-01-13,"UST 0002019",624,12.01
"7949",2022-01-13,"UST 0002020",624,11.35
"7950",2022-01-13,"UST 0002021",NA,142.19
"7951",2022-01-14,"USS 0004903",192,1.45
"7952",2022-01-14,"USS 0004927",192,0.32
"7953",2022-01-14,"USS 0004949",192,3.52
"7954",2022-01-14,"USS 0004966",192,2.08
"7955",2022-01-14,"USS 0005019",288,1.63
"7956",2022-01-14,"USS 0008953",288,0
"7957",2022-01-14,"USS 0008983",288,4.09
"7958",2022-01-14,"USS 0009044",288,3.67
"7959",2022-01-14,"USS 0009063",288,3.55
"7960",2022-01-14,"USS 0009067",288,0.13
"7961",2022-01-14,"USS 0009070",288,0.13
"7962",2022-01-14,"USS 0009072",288,2.01
"7963",2022-01-14,"USS 0009073",288,2.27
"7964",2022-01-14,"USS 0009074",288,2.74
"7965",2022-01-14,"USS 0009075",288,2.27
"7966",2022-01-14,"USS 0009076",288,2.17
"7967",2022-01-14,"USS 0015695",288,3.15
"7968",2022-01-14,"USS 0017113",96,0
"7969",2022-01-14,"USS 0017137",384,0
"7970",2022-01-14,"USS 0017138",288,0.03
"7971",2022-01-14,"USS 0020686",96,0.35
"7972",2022-01-14,"USS 0020707",384,8.08
"7973",2022-01-14,"UST 0000711",624,8.88
"7974",2022-01-14,"UST 0000712",624,11.36
"7975",2022-01-14,"UST 0000713",624,9.44
"7976",2022-01-14,"UST 0002019",624,11.72
"7977",2022-01-14,"UST 0002020",624,11.24
"7978",2022-01-14,"UST 0002021",NA,138.16
"7979",2022-01-15,"USS 0004903",192,1.28
"7980",2022-01-15,"USS 0004927",192,0.5
"7981",2022-01-15,"USS 0004949",192,2.26
"7982",2022-01-15,"USS 0004966",192,1.77
"7983",2022-01-15,"USS 0005019",288,1.56
"7984",2022-01-15,"USS 0008953",288,0
"7985",2022-01-15,"USS 0008983",288,4.1
"7986",2022-01-15,"USS 0009044",288,3.63
"7987",2022-01-15,"USS 0009063",288,4.79
"7988",2022-01-15,"USS 0009067",288,0.03
"7989",2022-01-15,"USS 0009070",288,0.27
"7990",2022-01-15,"USS 0009072",288,2.01
"7991",2022-01-15,"USS 0009073",288,2.43
"7992",2022-01-15,"USS 0009074",288,2.92
"7993",2022-01-15,"USS 0009075",288,2.43
"7994",2022-01-15,"USS 0009076",288,2.35
"7995",2022-01-15,"USS 0015695",288,3
"7996",2022-01-15,"USS 0017113",96,0.1
"7997",2022-01-15,"USS 0017137",384,0
"7998",2022-01-15,"USS 0017138",288,0.11
"7999",2022-01-15,"USS 0020686",96,0.11
"8000",2022-01-15,"USS 0020707",384,9.18
"8001",2022-01-15,"UST 0000711",624,9.35
"8002",2022-01-15,"UST 0000712",624,11.35
"8003",2022-01-15,"UST 0000713",624,9.53
"8004",2022-01-15,"UST 0002019",624,11.95
"8005",2022-01-15,"UST 0002020",624,11.39
"8006",2022-01-15,"UST 0002021",NA,121.02
"8007",2022-01-16,"USS 0004903",192,1.61
"8008",2022-01-16,"USS 0004927",192,3.09
"8009",2022-01-16,"USS 0004949",192,0
"8010",2022-01-16,"USS 0004966",192,2.06
"8011",2022-01-16,"USS 0005019",288,1.42
"8012",2022-01-16,"USS 0008953",288,0
"8013",2022-01-16,"USS 0008983",288,3.09
"8014",2022-01-16,"USS 0009044",288,3.04
"8015",2022-01-16,"USS 0009063",288,3.61
"8016",2022-01-16,"USS 0009067",288,1.21
"8017",2022-01-16,"USS 0009070",288,0.28
"8018",2022-01-16,"USS 0009072",288,2.02
"8019",2022-01-16,"USS 0009073",288,2.47
"8020",2022-01-16,"USS 0009074",288,2.98
"8021",2022-01-16,"USS 0009075",288,2.48
"8022",2022-01-16,"USS 0009076",288,2.34
"8023",2022-01-16,"USS 0015695",288,3.21
"8024",2022-01-16,"USS 0017113",96,0.09
"8025",2022-01-16,"USS 0017137",384,0
"8026",2022-01-16,"USS 0017138",288,0.16
"8027",2022-01-16,"USS 0020686",96,0.14
"8028",2022-01-16,"USS 0020707",384,8.9
"8029",2022-01-16,"UST 0000711",624,9.25
"8030",2022-01-16,"UST 0000712",624,11.45
"8031",2022-01-16,"UST 0000713",624,9.55
"8032",2022-01-16,"UST 0002019",624,12.07
"8033",2022-01-16,"UST 0002020",624,11.46
"8034",2022-01-16,"UST 0002021",NA,141.5
"8035",2022-01-17,"USS 0004903",192,2.44
"8036",2022-01-17,"USS 0004927",192,2.61
"8037",2022-01-17,"USS 0004949",192,0.71
"8038",2022-01-17,"USS 0004966",192,1.15
"8039",2022-01-17,"USS 0005019",288,1.44
"8040",2022-01-17,"USS 0008953",288,0
"8041",2022-01-17,"USS 0008983",288,3.73
"8042",2022-01-17,"USS 0009044",288,3.58
"8043",2022-01-17,"USS 0009063",288,3.58
"8044",2022-01-17,"USS 0009067",288,1.27
"8045",2022-01-17,"USS 0009070",288,0.46
"8046",2022-01-17,"USS 0009072",288,2.01
"8047",2022-01-17,"USS 0009073",288,2.46
"8048",2022-01-17,"USS 0009074",288,2.93
"8049",2022-01-17,"USS 0009075",288,2.46
"8050",2022-01-17,"USS 0009076",288,2.32
"8051",2022-01-17,"USS 0015695",288,3.08
"8052",2022-01-17,"USS 0017113",96,0.69
"8053",2022-01-17,"USS 0017137",256,0
"8054",2022-01-17,"USS 0017138",288,0.23
"8055",2022-01-17,"USS 0020686",96,0.25
"8056",2022-01-17,"USS 0020707",384,8.86
"8057",2022-01-17,"UST 0000711",624,9.15
"8058",2022-01-17,"UST 0000712",624,11.31
"8059",2022-01-17,"UST 0000713",624,9.57
"8060",2022-01-17,"UST 0002019",624,12.13
