"","date","MTR_NUMBER","conload","imp"
"578",2021-04-21,"USS 0017113",192,2.72
"579",2021-04-21,"USS 0017137",768,0
"580",2021-04-21,"USS 0017138",576,0.42
"581",2021-04-21,"USS 0020686",192,0
"582",2021-04-21,"USS 0020707",768,54.32
"583",2021-04-21,"UST 0000711",1248,27.04
"584",2021-04-21,"UST 0000712",1248,19.5
"585",2021-04-21,"UST 0000713",1248,17.82
"586",2021-04-21,"UST 0002019",1248,17.42
"587",2021-04-21,"UST 0002020",1248,14.94
"588",2021-04-21,"UST 0002021",NA,327.6
"589",2021-04-22,"USS 0004903",384,10.56
"590",2021-04-22,"USS 0004927",384,10.34
"591",2021-04-22,"USS 0004949",384,3.96
"592",2021-04-22,"USS 0004966",384,6.04
"593",2021-04-22,"USS 0005019",576,2.52
"594",2021-04-22,"USS 0008953",576,7.88
"595",2021-04-22,"USS 0008983",576,10.66
"596",2021-04-22,"USS 0009044",576,9
"597",2021-04-22,"USS 0009063",576,1.48
"598",2021-04-22,"USS 0009067",576,4.14
"599",2021-04-22,"USS 0009070",576,1.32
"600",2021-04-22,"USS 0009072",576,5.4
"601",2021-04-22,"USS 0009073",576,5.54
"602",2021-04-22,"USS 0009074",576,5.52
"603",2021-04-22,"USS 0009075",576,7.42
"604",2021-04-22,"USS 0009076",576,5.52
"605",2021-04-22,"USS 0015695",576,2.24
"606",2021-04-22,"USS 0017113",192,3.8
"607",2021-04-22,"USS 0017137",768,0
"608",2021-04-22,"USS 0017138",576,11.94
"609",2021-04-22,"USS 0020686",192,0
"610",2021-04-22,"USS 0020707",768,47.5
"611",2021-04-22,"UST 0000711",1248,26.94
"612",2021-04-22,"UST 0000712",1248,19.36
"613",2021-04-22,"UST 0000713",1248,17.92
"614",2021-04-22,"UST 0002019",1248,17.34
"615",2021-04-22,"UST 0002020",1248,14.76
"616",2021-04-22,"UST 0002021",NA,307.44
"617",2021-04-23,"USS 0004903",384,8.82
"618",2021-04-23,"USS 0004927",384,10.84
"619",2021-04-23,"USS 0004949",384,3.06
"620",2021-04-23,"USS 0004966",384,6.18
"621",2021-04-23,"USS 0005019",576,2.34
"622",2021-04-23,"USS 0008953",576,6.94
"623",2021-04-23,"USS 0008983",576,10.64
"624",2021-04-23,"USS 0009044",576,9.8
"625",2021-04-23,"USS 0009063",576,2.78
"626",2021-04-23,"USS 0009067",576,2.96
"627",2021-04-23,"USS 0009070",576,1.38
"628",2021-04-23,"USS 0009072",576,5.32
"629",2021-04-23,"USS 0009073",576,5.48
"630",2021-04-23,"USS 0009074",576,5.48
"631",2021-04-23,"USS 0009075",576,7.38
"632",2021-04-23,"USS 0009076",576,5.46
"633",2021-04-23,"USS 0015695",576,2.14
"634",2021-04-23,"USS 0017113",192,3.52
"635",2021-04-23,"USS 0017137",768,0
"636",2021-04-23,"USS 0017138",576,9.94
"637",2021-04-23,"USS 0020686",192,0
"638",2021-04-23,"USS 0020707",768,44.36
"639",2021-04-23,"UST 0000711",1248,26.98
"640",2021-04-23,"UST 0000712",1248,19.44
"641",2021-04-23,"UST 0000713",1248,18.6
"642",2021-04-23,"UST 0002019",1248,17.24
"643",2021-04-23,"UST 0002020",1248,14.56
"644",2021-04-23,"UST 0002021",NA,306.02
"645",2021-04-24,"USS 0004903",384,9.38
"646",2021-04-24,"USS 0004927",384,13.74
"647",2021-04-24,"USS 0004949",384,4
"648",2021-04-24,"USS 0004966",384,6.16
"649",2021-04-24,"USS 0005019",576,2.52
"650",2021-04-24,"USS 0008953",576,7.16
"651",2021-04-24,"USS 0008983",576,10.12
"652",2021-04-24,"USS 0009044",576,9.84
"653",2021-04-24,"USS 0009063",576,6.16
"654",2021-04-24,"USS 0009067",576,2.38
"655",2021-04-24,"USS 0009070",576,1.84
"656",2021-04-24,"USS 0009072",576,5.46
"657",2021-04-24,"USS 0009073",576,5.54
"658",2021-04-24,"USS 0009074",576,5.62
"659",2021-04-24,"USS 0009075",576,7.46
"660",2021-04-24,"USS 0009076",576,5.54
"661",2021-04-24,"USS 0015695",576,3.38
"662",2021-04-24,"USS 0017113",192,4.24
"663",2021-04-24,"USS 0017137",768,0
"664",2021-04-24,"USS 0017138",576,0.5
"665",2021-04-24,"USS 0020686",192,0
"666",2021-04-24,"USS 0020707",768,50.58
"667",2021-04-24,"UST 0000711",1248,25.94
"668",2021-04-24,"UST 0000712",1248,19.32
"669",2021-04-24,"UST 0000713",1248,18.62
"670",2021-04-24,"UST 0002019",1248,17.5
"671",2021-04-24,"UST 0002020",1248,14.78
"672",2021-04-24,"UST 0002021",NA,303.8
"673",2021-04-25,"USS 0004903",384,9.34
"674",2021-04-25,"USS 0004927",384,10.62
"675",2021-04-25,"USS 0004949",384,3.72
"676",2021-04-25,"USS 0004966",384,5.5
"677",2021-04-25,"USS 0005019",576,2.8
"678",2021-04-25,"USS 0008953",576,8.66
"679",2021-04-25,"USS 0008983",576,5.7
"680",2021-04-25,"USS 0009044",576,11.14
"681",2021-04-25,"USS 0009063",576,5.84
"682",2021-04-25,"USS 0009067",576,2.08
"683",2021-04-25,"USS 0009070",576,1.18
"684",2021-04-25,"USS 0009072",576,5.34
"685",2021-04-25,"USS 0009073",576,5.54
"686",2021-04-25,"USS 0009074",576,5.88
"687",2021-04-25,"USS 0009075",576,7.36
"688",2021-04-25,"USS 0009076",576,5.46
"689",2021-04-25,"USS 0015695",576,3.3
"690",2021-04-25,"USS 0017113",192,0.06
"691",2021-04-25,"USS 0017137",768,0
"692",2021-04-25,"USS 0017138",576,6.22
"693",2021-04-25,"USS 0020686",192,0
"694",2021-04-25,"USS 0020707",768,42.18
"695",2021-04-25,"UST 0000711",1248,26.82
"696",2021-04-25,"UST 0000712",1248,19.44
"697",2021-04-25,"UST 0000713",1248,18.36
"698",2021-04-25,"UST 0002019",1248,17.48
"699",2021-04-25,"UST 0002020",1248,14.64
"700",2021-04-25,"UST 0002021",NA,349.44
"701",2021-04-26,"USS 0004903",384,8.36
"702",2021-04-26,"USS 0004927",384,10.46
"703",2021-04-26,"USS 0004949",384,6.44
"704",2021-04-26,"USS 0004966",384,5.72
"705",2021-04-26,"USS 0005019",576,2.62
"706",2021-04-26,"USS 0008953",576,6.48
"707",2021-04-26,"USS 0008983",576,7.8
"708",2021-04-26,"USS 0009044",576,9.8
"709",2021-04-26,"USS 0009063",576,5.88
"710",2021-04-26,"USS 0009067",576,5.54
"711",2021-04-26,"USS 0009070",576,1.76
"712",2021-04-26,"USS 0009072",576,5.38
"713",2021-04-26,"USS 0009073",576,5.5
"714",2021-04-26,"USS 0009074",576,5.5
"715",2021-04-26,"USS 0009075",576,7.34
"716",2021-04-26,"USS 0009076",576,5.5
"717",2021-04-26,"USS 0015695",576,2.22
"718",2021-04-26,"USS 0017113",192,3.72
"719",2021-04-26,"USS 0017137",768,0
"720",2021-04-26,"USS 0017138",576,0.64
"721",2021-04-26,"USS 0020686",192,0
"722",2021-04-26,"USS 0020707",768,53.1
"723",2021-04-26,"UST 0000711",1248,26.38
"724",2021-04-26,"UST 0000712",1248,19.34
"725",2021-04-26,"UST 0000713",1248,18.28
"726",2021-04-26,"UST 0002019",1248,17.08
"727",2021-04-26,"UST 0002020",1248,14.78
"728",2021-04-26,"UST 0002021",NA,270.08
"729",2021-04-27,"USS 0004903",384,11.24
"730",2021-04-27,"USS 0004927",384,11.08
"731",2021-04-27,"USS 0004949",384,8.76
"732",2021-04-27,"USS 0004966",384,6.08
"733",2021-04-27,"USS 0005019",576,2.8
"734",2021-04-27,"USS 0008953",576,7.56
"735",2021-04-27,"USS 0008983",576,9.98
"736",2021-04-27,"USS 0009044",576,9.6
"737",2021-04-27,"USS 0009063",576,6.14
"738",2021-04-27,"USS 0009067",576,4.42
"739",2021-04-27,"USS 0009070",576,1.62
"740",2021-04-27,"USS 0009072",576,5.36
"741",2021-04-27,"USS 0009073",576,5.48
"742",2021-04-27,"USS 0009074",576,5.5
"743",2021-04-27,"USS 0009075",576,7.4
"744",2021-04-27,"USS 0009076",576,5.48
"745",2021-04-27,"USS 0015695",576,2.48
"746",2021-04-27,"USS 0017113",192,1.84
"747",2021-04-27,"USS 0017137",768,0
"748",2021-04-27,"USS 0017138",576,0.88
"749",2021-04-27,"USS 0020686",192,0
"750",2021-04-27,"USS 0020707",768,50.84
"751",2021-04-27,"UST 0000711",1248,27.66
"752",2021-04-27,"UST 0000712",1248,19.72
"753",2021-04-27,"UST 0000713",1248,18.54
"754",2021-04-27,"UST 0002019",1248,17.16
"755",2021-04-27,"UST 0002020",1248,14.72
"756",2021-04-27,"UST 0002021",NA,336.58
"757",2021-04-28,"USS 0004903",384,9.2
"758",2021-04-28,"USS 0004927",384,16.58
"759",2021-04-28,"USS 0004949",384,12.32
"760",2021-04-28,"USS 0004966",384,6.02
"761",2021-04-28,"USS 0005019",576,2.98
"762",2021-04-28,"USS 0008953",576,7.84
"763",2021-04-28,"USS 0008983",576,9.72
"764",2021-04-28,"USS 0009044",576,10.58
"765",2021-04-28,"USS 0009063",576,6.4
"766",2021-04-28,"USS 0009067",576,2.3
"767",2021-04-28,"USS 0009070",576,1.64
"768",2021-04-28,"USS 0009072",576,5.34
"769",2021-04-28,"USS 0009073",576,5.54
"770",2021-04-28,"USS 0009074",576,5.48
"771",2021-04-28,"USS 0009075",576,7.38
"772",2021-04-28,"USS 0009076",576,5.46
"773",2021-04-28,"USS 0015695",576,2.8
"774",2021-04-28,"USS 0017113",192,3.1
"775",2021-04-28,"USS 0017137",768,0
"776",2021-04-28,"USS 0017138",576,0.9
"777",2021-04-28,"USS 0020686",192,0
"778",2021-04-28,"USS 0020707",768,44.64
"779",2021-04-28,"UST 0000711",1248,26.96
"780",2021-04-28,"UST 0000712",1248,19.48
"781",2021-04-28,"UST 0000713",1248,18.34
"782",2021-04-28,"UST 0002019",1248,17.2
"783",2021-04-28,"UST 0002020",1248,14.48
"784",2021-04-28,"UST 0002021",NA,306.94
"785",2021-04-29,"USS 0004903",384,9.94
"786",2021-04-29,"USS 0004927",384,12.78
"787",2021-04-29,"USS 0004949",384,12.34
"788",2021-04-29,"USS 0004966",384,6.16
"789",2021-04-29,"USS 0005019",576,3.48
"790",2021-04-29,"USS 0008953",576,5.18
"791",2021-04-29,"USS 0008983",576,10.46
"792",2021-04-29,"USS 0009044",576,12.54
"793",2021-04-29,"USS 0009063",576,6.18
"794",2021-04-29,"USS 0009067",576,1.7
"795",2021-04-29,"USS 0009070",576,2.14
"796",2021-04-29,"USS 0009072",576,5.34
"797",2021-04-29,"USS 0009073",576,5.46
"798",2021-04-29,"USS 0009074",576,5.46
"799",2021-04-29,"USS 0009075",576,7.38
"800",2021-04-29,"USS 0009076",576,5.42
"801",2021-04-29,"USS 0015695",576,2.1
"802",2021-04-29,"USS 0017113",192,2.86
"803",2021-04-29,"USS 0017137",768,0
"804",2021-04-29,"USS 0017138",576,0.82
"805",2021-04-29,"USS 0020686",192,0
"806",2021-04-29,"USS 0020707",768,45.24
"807",2021-04-29,"UST 0000711",1248,26.46
"808",2021-04-29,"UST 0000712",1248,19.18
"809",2021-04-29,"UST 0000713",1248,18.82
"810",2021-04-29,"UST 0002019",1248,17.18
"811",2021-04-29,"UST 0002020",1248,14.64
"812",2021-04-29,"UST 0002021",NA,290.14
"813",2021-04-30,"USS 0004903",384,9.58
"814",2021-04-30,"USS 0004927",384,16.06
"815",2021-04-30,"USS 0004949",384,16.06
"816",2021-04-30,"USS 0004966",384,5.7
"817",2021-04-30,"USS 0005019",576,3.66
"818",2021-04-30,"USS 0008953",576,7.9
"819",2021-04-30,"USS 0008983",576,5.54
"820",2021-04-30,"USS 0009044",576,9.44
"821",2021-04-30,"USS 0009063",576,6
"822",2021-04-30,"USS 0009067",576,1.18
"823",2021-04-30,"USS 0009070",576,1.48
"824",2021-04-30,"USS 0009072",576,5.34
"825",2021-04-30,"USS 0009073",576,5.46
"826",2021-04-30,"USS 0009074",576,5.48
"827",2021-04-30,"USS 0009075",576,7.34
"828",2021-04-30,"USS 0009076",576,4.72
"829",2021-04-30,"USS 0015695",576,2.42
"830",2021-04-30,"USS 0017113",192,2.7
"831",2021-04-30,"USS 0017137",768,0
"832",2021-04-30,"USS 0017138",576,0.54
"833",2021-04-30,"USS 0020686",192,0
"834",2021-04-30,"USS 0020707",768,45.62
"835",2021-04-30,"UST 0000711",1248,21.6
"836",2021-04-30,"UST 0000712",1248,19.36
"837",2021-04-30,"UST 0000713",1248,19.32
"838",2021-04-30,"UST 0002019",1248,17.66
"839",2021-04-30,"UST 0002020",1248,14.54
"840",2021-04-30,"UST 0002021",NA,348.6
"841",2021-05-01,"USS 0004903",192,5.52
"842",2021-05-01,"USS 0004927",192,8.18
"843",2021-05-01,"USS 0004949",192,6.51
"844",2021-05-01,"USS 0004966",192,2.73
"845",2021-05-01,"USS 0005019",288,2.16
"846",2021-05-01,"USS 0008953",288,5.02
"847",2021-05-01,"USS 0008983",288,1.79
"848",2021-05-01,"USS 0009044",288,4.45
"849",2021-05-01,"USS 0009063",288,0.45
"850",2021-05-01,"USS 0009067",288,1.02
"851",2021-05-01,"USS 0009070",288,0.51
"852",2021-05-01,"USS 0009072",288,2.6
"853",2021-05-01,"USS 0009073",288,2.69
"854",2021-05-01,"USS 0009074",288,2.69
"855",2021-05-01,"USS 0009075",288,3.65
"856",2021-05-01,"USS 0009076",288,2.37
"857",2021-05-01,"USS 0015695",288,1.26
"858",2021-05-01,"USS 0017113",96,0.84
"859",2021-05-01,"USS 0017137",384,0
"860",2021-05-01,"USS 0017138",288,1.59
"861",2021-05-01,"USS 0020686",96,0
"862",2021-05-01,"USS 0020707",384,21.74
"863",2021-05-01,"UST 0000711",624,10.27
"864",2021-05-01,"UST 0000712",624,9.74
"865",2021-05-01,"UST 0000713",624,9.17
"866",2021-05-01,"UST 0002019",624,8.77
"867",2021-05-01,"UST 0002020",624,7.22
"868",2021-05-01,"UST 0002021",NA,152.41
"869",2021-05-02,"USS 0004903",192,5.06
"870",2021-05-02,"USS 0004927",192,10.83
"871",2021-05-02,"USS 0004949",192,5.12
"872",2021-05-02,"USS 0004966",192,2.59
"873",2021-05-02,"USS 0005019",288,2.21
"874",2021-05-02,"USS 0008953",288,4.08
"875",2021-05-02,"USS 0008983",288,2.07
"876",2021-05-02,"USS 0009044",288,4.1
"877",2021-05-02,"USS 0009063",288,0
"878",2021-05-02,"USS 0009067",288,0.34
"879",2021-05-02,"USS 0009070",288,0.68
"880",2021-05-02,"USS 0009072",288,2.61
"881",2021-05-02,"USS 0009073",288,2.75
"882",2021-05-02,"USS 0009074",288,2.72
"883",2021-05-02,"USS 0009075",288,3.64
"884",2021-05-02,"USS 0009076",288,2.36
"885",2021-05-02,"USS 0015695",288,1.12
"886",2021-05-02,"USS 0017113",96,0.03
"887",2021-05-02,"USS 0017137",384,0
"888",2021-05-02,"USS 0017138",288,3.75
"889",2021-05-02,"USS 0020686",96,0
"890",2021-05-02,"USS 0020707",384,17.63
"891",2021-05-02,"UST 0000711",624,10.05
"892",2021-05-02,"UST 0000712",624,9.94
"893",2021-05-02,"UST 0000713",624,9.18
"894",2021-05-02,"UST 0002019",624,8.78
"895",2021-05-02,"UST 0002020",624,7.31
"896",2021-05-02,"UST 0002021",NA,132.4
"897",2021-05-03,"USS 0004903",192,5.64
"898",2021-05-03,"USS 0004927",192,8.48
"899",2021-05-03,"USS 0004949",192,6.99
"900",2021-05-03,"USS 0004966",192,2.6
"901",2021-05-03,"USS 0005019",288,2.39
"902",2021-05-03,"USS 0008953",288,3.83
"903",2021-05-03,"USS 0008983",288,4.28
"904",2021-05-03,"USS 0009044",288,4.72
"905",2021-05-03,"USS 0009063",288,0
"906",2021-05-03,"USS 0009067",288,0.85
"907",2021-05-03,"USS 0009070",288,0.84
"908",2021-05-03,"USS 0009072",288,2.58
"909",2021-05-03,"USS 0009073",288,2.68
"910",2021-05-03,"USS 0009074",288,2.79
"911",2021-05-03,"USS 0009075",288,3.63
"912",2021-05-03,"USS 0009076",288,2.35
"913",2021-05-03,"USS 0015695",288,1.13
"914",2021-05-03,"USS 0017113",96,1.62
"915",2021-05-03,"USS 0017137",384,0
"916",2021-05-03,"USS 0017138",288,0.39
"917",2021-05-03,"USS 0020686",96,0
"918",2021-05-03,"USS 0020707",384,17.94
"919",2021-05-03,"UST 0000711",624,13.41
"920",2021-05-03,"UST 0000712",624,9.66
"921",2021-05-03,"UST 0000713",624,9.12
"922",2021-05-03,"UST 0002019",624,8.77
"923",2021-05-03,"UST 0002020",624,7.19
"924",2021-05-03,"UST 0002021",NA,165.11
"925",2021-05-04,"USS 0004903",192,5.71
"926",2021-05-04,"USS 0004927",192,7.71
"927",2021-05-04,"USS 0004949",192,6.79
"928",2021-05-04,"USS 0004966",192,3.03
"929",2021-05-04,"USS 0005019",288,2.18
"930",2021-05-04,"USS 0008953",288,3.68
"931",2021-05-04,"USS 0008983",288,5.98
"932",2021-05-04,"USS 0009044",288,4.99
"933",2021-05-04,"USS 0009063",288,0.9
"934",2021-05-04,"USS 0009067",288,0.58
"935",2021-05-04,"USS 0009070",288,0.5
"936",2021-05-04,"USS 0009072",288,2.59
"937",2021-05-04,"USS 0009073",288,2.69
"938",2021-05-04,"USS 0009074",288,2.69
"939",2021-05-04,"USS 0009075",288,3.65
"940",2021-05-04,"USS 0009076",288,2.41
"941",2021-05-04,"USS 0015695",288,1.13
"942",2021-05-04,"USS 0017113",96,1.46
"943",2021-05-04,"USS 0017137",384,0
"944",2021-05-04,"USS 0017138",288,1.9
"945",2021-05-04,"USS 0020686",96,0
"946",2021-05-04,"USS 0020707",384,17.5
"947",2021-05-04,"UST 0000711",624,13.99
"948",2021-05-04,"UST 0000712",624,9.64
"949",2021-05-04,"UST 0000713",624,9.23
"950",2021-05-04,"UST 0002019",624,8.71
"951",2021-05-04,"UST 0002020",624,7.25
"952",2021-05-04,"UST 0002021",NA,162.36
"953",2021-05-05,"USS 0004903",192,5.42
"954",2021-05-05,"USS 0004927",192,8.89
"955",2021-05-05,"USS 0004949",192,9.1
"956",2021-05-05,"USS 0004966",192,2.71
"957",2021-05-05,"USS 0005019",288,4.45
"958",2021-05-05,"USS 0008953",288,3.41
"959",2021-05-05,"USS 0008983",288,4.97
"960",2021-05-05,"USS 0009044",288,5.38
"961",2021-05-05,"USS 0009063",288,2.01
"962",2021-05-05,"USS 0009067",288,1.26
"963",2021-05-05,"USS 0009070",288,0.83
"964",2021-05-05,"USS 0009072",288,2.59
"965",2021-05-05,"USS 0009073",288,2.68
"966",2021-05-05,"USS 0009074",288,2.71
"967",2021-05-05,"USS 0009075",288,3.62
"968",2021-05-05,"USS 0009076",288,2.36
"969",2021-05-05,"USS 0015695",288,1.03
"970",2021-05-05,"USS 0017113",96,1.69
"971",2021-05-05,"USS 0017137",384,0
"972",2021-05-05,"USS 0017138",288,0.42
"973",2021-05-05,"USS 0020686",96,0
"974",2021-05-05,"USS 0020707",356,16.6
"975",2021-05-05,"UST 0000711",624,12.85
"976",2021-05-05,"UST 0000712",624,9.64
"977",2021-05-05,"UST 0000713",624,9.15
"978",2021-05-05,"UST 0002019",624,8.75
"979",2021-05-05,"UST 0002020",624,7.23
"980",2021-05-05,"UST 0002021",NA,153.14
"981",2021-05-06,"USS 0004903",192,4.54
"982",2021-05-06,"USS 0004927",192,11.15
"983",2021-05-06,"USS 0004949",192,8.23
"984",2021-05-06,"USS 0004966",192,2.92
"985",2021-05-06,"USS 0005019",288,7.11
"986",2021-05-06,"USS 0008953",288,2.64
"987",2021-05-06,"USS 0008983",288,5.02
"988",2021-05-06,"USS 0009044",288,5.11
"989",2021-05-06,"USS 0009063",288,2.01
"990",2021-05-06,"USS 0009067",288,1.2
"991",2021-05-06,"USS 0009070",288,0.72
"992",2021-05-06,"USS 0009072",288,2.58
"993",2021-05-06,"USS 0009073",288,2.69
"994",2021-05-06,"USS 0009074",288,2.84
"995",2021-05-06,"USS 0009075",288,3.64
"996",2021-05-06,"USS 0009076",288,2.35
"997",2021-05-06,"USS 0015695",288,1.16
"998",2021-05-06,"USS 0017113",96,2.4
"999",2021-05-06,"USS 0017137",384,0
"1000",2021-05-06,"USS 0017138",288,2.51
"1001",2021-05-06,"USS 0020686",96,0
"1002",2021-05-06,"USS 0020707",384,17.41
"1003",2021-05-06,"UST 0000711",624,13.49
"1004",2021-05-06,"UST 0000712",624,9.63
"1005",2021-05-06,"UST 0000713",624,9.24
"1006",2021-05-06,"UST 0002019",624,8.69
"1007",2021-05-06,"UST 0002020",624,7.23
"1008",2021-05-06,"UST 0002021",NA,134.23
"1009",2021-05-07,"USS 0004903",192,5.91
"1010",2021-05-07,"USS 0004927",192,13.63
"1011",2021-05-07,"USS 0004949",192,9.91
"1012",2021-05-07,"USS 0004966",192,2.94
"1013",2021-05-07,"USS 0005019",288,6.69
"1014",2021-05-07,"USS 0008953",288,1.67
"1015",2021-05-07,"USS 0008983",288,5.02
"1016",2021-05-07,"USS 0009044",288,5.02
"1017",2021-05-07,"USS 0009063",288,1.31
"1018",2021-05-07,"USS 0009067",288,1.22
"1019",2021-05-07,"USS 0009070",288,0.75
"1020",2021-05-07,"USS 0009072",288,2.52
"1021",2021-05-07,"USS 0009073",288,2.63
"1022",2021-05-07,"USS 0009074",288,2.64
"1023",2021-05-07,"USS 0009075",288,3.59
"1024",2021-05-07,"USS 0009076",288,2.31
"1025",2021-05-07,"USS 0015695",288,1.11
"1026",2021-05-07,"USS 0017113",96,2.7
"1027",2021-05-07,"USS 0017137",384,0
"1028",2021-05-07,"USS 0017138",288,0.03
"1029",2021-05-07,"USS 0020686",96,0
"1030",2021-05-07,"USS 0020707",384,17.42
"1031",2021-05-07,"UST 0000711",624,12.95
"1032",2021-05-07,"UST 0000712",624,9.66
"1033",2021-05-07,"UST 0000713",624,9.1
"1034",2021-05-07,"UST 0002019",624,8.66
"1035",2021-05-07,"UST 0002020",624,7.19
"1036",2021-05-07,"UST 0002021",NA,185.6
"1037",2021-05-08,"USS 0004903",192,5.37
"1038",2021-05-08,"USS 0004927",192,8.55
"1039",2021-05-08,"USS 0004949",192,9.21
"1040",2021-05-08,"USS 0004966",192,3.13
"1041",2021-05-08,"USS 0005019",288,7.79
"1042",2021-05-08,"USS 0008953",288,4.56
"1043",2021-05-08,"USS 0008983",288,5.29
"1044",2021-05-08,"USS 0009044",288,4.96
"1045",2021-05-08,"USS 0009063",288,2.81
"1046",2021-05-08,"USS 0009067",288,1.22
"1047",2021-05-08,"USS 0009070",288,1.08
"1048",2021-05-08,"USS 0009072",288,2.55
"1049",2021-05-08,"USS 0009073",288,2.69
"1050",2021-05-08,"USS 0009074",288,2.66
"1051",2021-05-08,"USS 0009075",288,3.61
"1052",2021-05-08,"USS 0009076",288,2.33
"1053",2021-05-08,"USS 0015695",288,1.16
"1054",2021-05-08,"USS 0017113",96,0.78
"1055",2021-05-08,"USS 0017137",384,0
"1056",2021-05-08,"USS 0017138",288,0.23
"1057",2021-05-08,"USS 0020686",96,0
"1058",2021-05-08,"USS 0020707",372,16.65
"1059",2021-05-08,"UST 0000711",624,12.41
"1060",2021-05-08,"UST 0000712",624,9.68
"1061",2021-05-08,"UST 0000713",624,9.11
"1062",2021-05-08,"UST 0002019",624,8.68
"1063",2021-05-08,"UST 0002020",624,7.2
"1064",2021-05-08,"UST 0002021",NA,160.67
"1065",2021-05-09,"USS 0004903",192,5.55
"1066",2021-05-09,"USS 0004927",192,9.41
"1067",2021-05-09,"USS 0004949",192,10.29
"1068",2021-05-09,"USS 0004966",192,3.1
"1069",2021-05-09,"USS 0005019",288,5.8
"1070",2021-05-09,"USS 0008953",288,3.25
"1071",2021-05-09,"USS 0008983",288,4.57
"1072",2021-05-09,"USS 0009044",288,4.75
"1073",2021-05-09,"USS 0009063",288,3.67
"1074",2021-05-09,"USS 0009067",288,0.74
"1075",2021-05-09,"USS 0009070",288,0.83
"1076",2021-05-09,"USS 0009072",288,2.52
"1077",2021-05-09,"USS 0009073",288,2.65
"1078",2021-05-09,"USS 0009074",288,2.65
"1079",2021-05-09,"USS 0009075",288,3.6
"1080",2021-05-09,"USS 0009076",288,2.34
"1081",2021-05-09,"USS 0015695",288,1.1
"1082",2021-05-09,"USS 0017113",96,0.02
"1083",2021-05-09,"USS 0017137",384,0
"1084",2021-05-09,"USS 0017138",288,6.33
"1085",2021-05-09,"USS 0020686",96,0
"1086",2021-05-09,"USS 0020707",48,2.1
"1087",2021-05-09,"UST 0000711",624,14.47
"1088",2021-05-09,"UST 0000712",624,9.71
"1089",2021-05-09,"UST 0000713",624,9.2
"1090",2021-05-09,"UST 0002019",624,8.76
"1091",2021-05-09,"UST 0002020",624,7.23
"1092",2021-05-09,"UST 0002021",NA,131.1
"1093",2021-05-10,"USS 0004903",192,5.16
"1094",2021-05-10,"USS 0004927",192,8.38
"1095",2021-05-10,"USS 0004949",192,8.4
"1096",2021-05-10,"USS 0004966",192,3.48
"1097",2021-05-10,"USS 0005019",288,6.15
"1098",2021-05-10,"USS 0008953",288,3.77
"1099",2021-05-10,"USS 0008983",288,3.78
"1100",2021-05-10,"USS 0009044",288,4
"1101",2021-05-10,"USS 0009063",288,3.29
"1102",2021-05-10,"USS 0009067",288,1.12
"1103",2021-05-10,"USS 0009070",288,0.96
"1104",2021-05-10,"USS 0009072",288,2.51
"1105",2021-05-10,"USS 0009073",288,2.64
"1106",2021-05-10,"USS 0009074",288,2.64
"1107",2021-05-10,"USS 0009075",288,3.59
"1108",2021-05-10,"USS 0009076",288,2.37
"1109",2021-05-10,"USS 0015695",288,1.14
"1110",2021-05-10,"USS 0017113",96,1.53
"1111",2021-05-10,"USS 0017137",384,0
"1112",2021-05-10,"USS 0017138",288,0.44
"1113",2021-05-10,"USS 0020686",96,0
"1114",2021-05-10,"USS 0020707",236,10.01
"1115",2021-05-10,"UST 0000711",624,14.12
"1116",2021-05-10,"UST 0000712",624,9.55
"1117",2021-05-10,"UST 0000713",624,9.18
"1118",2021-05-10,"UST 0002019",624,8.69
"1119",2021-05-10,"UST 0002020",624,7.18
"1120",2021-05-10,"UST 0002021",NA,170.7
"1121",2021-05-11,"USS 0004903",192,5.16
"1122",2021-05-11,"USS 0004927",192,7.65
"1123",2021-05-11,"USS 0004949",192,6.97
"1124",2021-05-11,"USS 0004966",192,3.06
"1125",2021-05-11,"USS 0005019",288,9.41
